Col.Number,Reference.Number,Easting,Northing,Number.of.Vehicles,Number.of.Casualties,Accident.Date,Time..24hr.,X1st.Road.Class,Road.Surface,Lighting.Conditions,Weather.Conditions,Casualty.Class,Casualty.Severity,Sex.of.Casualty,Age.of.Casualty,Type.of.Vehicle,Latitude,Longitude
241,89709,432172,427284,1,4,31/01/2009,344,1,2,4,1,2,3,1,38,9,53.7407228113,-1.51217284379
242,89709,432172,427284,1,4,31/01/2009,344,1,2,4,1,2,2,2,40,9,53.7407228113,-1.51217284379
243,95809,420964,439969,1,1,31/01/2009,1455,4,1,1,1,2,3,2,76,9,53.8553178795,-1.68125371943
244,105309,420896,434453,2,1,31/01/2009,1400,3,1,1,1,1,3,2,44,9,53.8057382567,-1.68266258885
245,75409,429175,438564,2,1,01/02/2009,1847,3,1,4,1,1,2,1,26,9,53.8422922949,-1.55654694961
246,78409,433659,438992,1,2,01/02/2009,506,3,1,6,1,2,3,1,22,9,53.8458681825,-1.48834710694
247,78409,433659,438992,1,2,01/02/2009,506,3,1,6,1,2,3,1,21,9,53.8458681825,-1.48834710694
248,80609,432798,434232,2,2,01/02/2009,1125,6,1,1,1,1,3,1,26,9,53.80313738,-1.50194239171
249,80609,432798,434232,2,2,01/02/2009,1125,6,1,1,1,1,3,1,28,9,53.80313738,-1.50194239171
250,88309,438496,430405,2,1,01/02/2009,1250,3,2,1,1,1,3,1,32,9,53.7683476407,-1.41589737088
251,108509,430376,434971,2,1,01/02/2009,1300,6,2,1,9,1,3,2,48,9,53.8099271209,-1.53864764787
252,82809,432453,433799,2,1,02/02/2009,1011,6,3,1,3,1,3,1,37,9,53.7992669238,-1.50722684714
253,87909,418803,442401,1,1,02/02/2009,1720,6,3,4,3,2,3,1,4,9,53.8772614048,-1.7139609866
254,88809,440497,434871,1,1,02/02/2009,935,6,3,1,3,2,3,1,47,9,53.8083385722,-1.38495103934
255,89009,435099,434709,2,1,02/02/2009,1540,3,3,1,6,1,3,1,49,9,53.8072747653,-1.46694753193
256,89209,443610,435910,6,1,02/02/2009,922,1,4,1,3,1,3,1,22,9,53.8174257736,-1.33752839752
257,88709,436169,427632,2,1,03/02/2009,1800,3,3,4,1,1,3,1,20,9,53.7435888852,-1.45152810191
258,89309,433725,434028,2,4,03/02/2009,830,3,3,1,3,1,3,1,40,11,53.8012444162,-1.48788828686
259,89309,433725,434028,2,4,03/02/2009,830,3,3,1,3,2,3,2,17,11,53.8012444162,-1.48788828686
260,89309,433725,434028,2,4,03/02/2009,830,3,3,1,3,2,3,1,16,11,53.8012444162,-1.48788828686
261,89309,433725,434028,2,4,03/02/2009,830,3,3,1,3,2,3,1,19,11,53.8012444162,-1.48788828686
262,101709,442496,434219,2,2,03/02/2009,915,3,3,1,1,1,3,1,47,9,53.8023186048,-1.35468326239
263,101709,442496,434219,2,2,03/02/2009,915,3,3,1,1,1,2,2,29,9,53.8023186048,-1.35468326239
264,101909,432772,429619,1,1,03/02/2009,1620,6,4,1,3,1,3,1,40,5,53.7616741575,-1.50282759781
265,90309,432117,434677,2,1,04/02/2009,1641,6,2,4,1,1,3,2,21,9,53.807179837,-1.5122369494
266,94809,429157,431575,1,1,04/02/2009,800,6,3,1,3,3,3,2,44,9,53.7794711069,-1.55748270149
267,106609,428747,430849,2,1,04/02/2009,1240,6,1,1,1,1,3,2,47,9,53.7729680511,-1.56377276779
268,113309,430385,433607,1,1,04/02/2009,1530,6,1,1,9,3,3,2,24,8,53.7976659911,-1.53864557596
269,94109,434031,428101,2,1,05/02/2009,953,6,4,1,3,1,3,1,66,9,53.7479485639,-1.48389588776
270,95109,427504,425505,2,2,05/02/2009,1925,3,2,4,1,1,3,2,58,9,53.7249987861,-1.58311019015
271,95109,427504,425505,2,2,05/02/2009,1925,3,2,4,1,1,3,1,20,9,53.7249987861,-1.58311019015
272,98809,435698,434586,1,1,05/02/2009,1015,6,3,1,3,2,3,2,26,9,53.8061283959,-1.45786516036
273,102109,433192,437362,1,1,05/02/2009,900,6,3,1,1,3,3,1,14,9,53.8312468167,-1.49562180032
274,105409,436330,425921,6,1,05/02/2009,927,1,1,1,1,1,3,1,30,9,53.7281980392,-1.44928787338
275,105809,430346,435461,2,1,05/02/2009,935,6,4,1,3,1,3,1,29,9,53.8143333358,-1.53905495202
276,94609,426645,433497,2,2,06/02/2009,1930,6,1,4,1,1,3,1,23,9,53.7968822207,-1.5954401785
277,94609,426645,433497,2,2,06/02/2009,1930,6,1,4,1,1,3,1,30,9,53.7968822207,-1.5954401785
278,94909,422927,433213,2,1,06/02/2009,755,6,2,1,1,1,3,1,26,3,53.7945065226,-1.6519116968
279,95409,421853,436450,1,1,06/02/2009,1235,6,4,1,1,3,2,2,94,9,53.8236496331,-1.66798751715
280,99509,442236,431749,1,2,06/02/2009,2245,3,4,6,1,1,3,2,25,9,53.7801382858,-1.35896976729
281,99509,442236,431749,1,2,06/02/2009,2245,3,4,6,1,2,3,2,34,9,53.7801382858,-1.35896976729
282,100809,432521,434724,2,1,06/02/2009,1710,4,1,4,1,1,2,1,36,5,53.8075771976,-1.50609665794
283,102909,437021,429229,3,1,06/02/2009,1705,3,1,1,1,1,3,1,43,9,53.7578839485,-1.43841750866
284,111609,434065,435141,1,6,06/02/2009,1425,6,1,1,1,2,3,1,13,11,53.8112266109,-1.48260247642
285,111609,434065,435141,1,6,06/02/2009,1425,6,1,1,1,2,3,1,12,11,53.8112266109,-1.48260247642
286,111609,434065,435141,1,6,06/02/2009,1425,6,1,1,1,2,3,1,11,11,53.8112266109,-1.48260247642
287,111609,434065,435141,1,6,06/02/2009,1425,6,1,1,1,2,3,2,14,11,53.8112266109,-1.48260247642
288,111609,434065,435141,1,6,06/02/2009,1425,6,1,1,1,2,3,1,16,11,53.8112266109,-1.48260247642
289,111609,434065,435141,1,6,06/02/2009,1425,6,1,1,1,2,3,2,12,11,53.8112266109,-1.48260247642
290,124109,423193,434657,3,1,06/02/2009,1755,6,4,4,1,1,3,1,62,9,53.8074746161,-1.64776448428
291,141909,433148,426326,2,1,06/02/2009,830,3,3,1,3,1,3,2,32,9,53.732050434,-1.49747700404
292,100009,435345,434799,1,1,07/02/2009,513,6,4,4,1,1,3,1,24,9,53.8080670787,-1.46320134759
293,101209,434457,433704,2,1,07/02/2009,1945,6,1,4,1,1,3,1,64,9,53.7982841244,-1.47680967668
294,103309,429860,431850,1,3,07/02/2009,1603,6,1,1,1,2,3,1,48,11,53.7819031666,-1.54678696313
295,103309,429860,431850,1,3,07/02/2009,1603,6,1,1,1,2,3,1,37,11,53.7819031666,-1.54678696313
296,103309,429860,431850,1,3,07/02/2009,1603,6,1,1,1,2,3,2,29,11,53.7819031666,-1.54678696313
297,103709,429915,434256,2,1,07/02/2009,1203,3,1,1,1,1,3,1,53,9,53.8035269131,-1.54571858232
298,125809,429201,434161,4,3,07/02/2009,645,6,1,7,1,1,3,1,57,9,53.8027135589,-1.55656984882
299,125809,429201,434161,4,3,07/02/2009,645,6,1,7,1,1,3,2,52,9,53.8027135589,-1.55656984882
300,125809,429201,434161,4,3,07/02/2009,645,6,1,7,1,2,3,2,55,9,53.8027135589,-1.55656984882
301,274409,428840,434631,2,1,07/02/2009,1814,6,1,7,1,1,3,1,33,9,53.8069584082,-1.56200758721
302,101609,428301,434811,1,1,08/02/2009,335,6,4,4,1,3,3,2,25,8,53.8086059933,-1.57017656151
303,104209,430704,432541,2,1,08/02/2009,1829,3,3,4,3,1,3,1,63,9,53.788065283,-1.53390841532
304,108209,430760,435209,2,1,08/02/2009,1225,6,1,1,1,2,3,2,56,9,53.8120438571,-1.53279185819
305,123209,420883,434554,2,1,08/02/2009,1512,3,1,1,1,1,2,1,34,9,53.806646654,-1.68285315847
306,452609,424644,436962,1,4,08/02/2009,130,3,4,4,1,1,3,1,25,9,53.8281270447,-1.6255437761
307,452609,424644,436962,1,4,08/02/2009,130,3,4,4,1,2,3,1,23,9,53.8281270447,-1.6255437761
308,452609,424644,436962,1,4,08/02/2009,130,3,4,4,1,2,3,2,25,9,53.8281270447,-1.6255437761
309,452609,424644,436962,1,4,08/02/2009,130,3,4,4,1,2,3,1,21,9,53.8281270447,-1.6255437761
310,97409,425619,432950,1,1,09/02/2009,800,6,4,4,8,1,3,1,35,9,53.7920168768,-1.61106336284
311,98109,424140,434003,1,1,09/02/2009,550,3,1,7,1,1,2,1,34,9,53.8015528322,-1.63343385437
312,98509,424083,434043,1,1,09/02/2009,510,3,4,4,2,1,3,1,43,9,53.8019150273,-1.63429625199
313,99009,440349,433609,2,1,09/02/2009,725,6,4,1,1,1,3,2,34,9,53.7970066,-1.3873640301
314,106709,415911,442016,2,2,09/02/2009,1315,6,2,1,1,2,3,1,29,19,53.873897479,-1.7579747981
315,106709,415911,442016,2,2,09/02/2009,1315,6,2,1,1,1,3,1,43,19,53.873897479,-1.7579747981
316,107409,427572,427479,1,1,09/02/2009,840,6,4,1,8,1,3,2,25,9,53.7427392255,-1.58190347745
317,113409,429369,431381,4,2,09/02/2009,900,6,3,1,8,1,3,1,50,19,53.7777153686,-1.55428375123
318,113409,429369,431381,4,2,09/02/2009,900,6,3,1,8,1,3,1,29,9,53.7777153686,-1.55428375123
319,122509,421151,435389,2,2,09/02/2009,1730,3,2,4,8,1,3,2,40,9,53.8141415158,-1.67872576749
320,122509,421151,435389,2,2,09/02/2009,1730,3,2,4,8,1,3,1,33,9,53.8141415158,-1.67872576749
321,129709,418157,441506,2,1,09/02/2009,910,6,3,1,3,1,3,2,50,9,53.869239447,-1.72384108232
322,115209,432418,434860,1,1,10/02/2009,1145,4,1,1,1,2,3,2,39,11,53.8088060869,-1.50764655321
323,116109,427111,436977,2,1,10/02/2009,1515,6,2,1,1,1,3,1,42,1,53.8281390265,-1.58805834365
324,117909,428942,438173,2,1,10/02/2009,1538,6,2,1,1,1,3,1,51,9,53.8387907552,-1.56012521624
325,119409,431481,433964,1,1,10/02/2009,845,6,1,1,1,3,2,2,35,9,53.8008097888,-1.52196845668
326,120609,433745,429684,3,2,10/02/2009,1640,1,2,4,1,1,3,2,42,9,53.7621963016,-1.48806009247
327,120609,433745,429684,3,2,10/02/2009,1640,1,2,4,1,1,3,1,24,9,53.7621963016,-1.48806009247
328,122109,428977,433687,2,1,10/02/2009,1430,3,1,1,1,1,3,1,39,9,53.7984654216,-1.56001588101
329,112409,426127,442567,2,1,11/02/2009,20,3,4,4,1,1,3,1,32,9,53.8784363407,-1.60253365958
330,114109,430080,435417,2,2,11/02/2009,1635,6,1,1,1,1,3,2,17,9,53.8139532904,-1.5430995577
331,114109,430080,435417,2,2,11/02/2009,1635,6,1,1,1,2,3,2,45,9,53.8139532904,-1.5430995577
332,117309,433035,437106,2,4,11/02/2009,740,6,4,1,1,1,3,1,63,9,53.8289557355,-1.49803494827
333,117309,433035,437106,2,4,11/02/2009,740,6,4,1,1,2,3,2,57,10,53.8289557355,-1.49803494827
334,117309,433035,437106,2,4,11/02/2009,740,6,4,1,1,2,3,1,21,10,53.8289557355,-1.49803494827
335,117309,433035,437106,2,4,11/02/2009,740,6,4,1,1,2,3,2,47,10,53.8289557355,-1.49803494827
336,118409,432419,432576,2,1,11/02/2009,1550,6,1,1,1,1,3,1,17,1,53.788275879,-1.50787179117
337,118609,443438,438580,2,1,11/02/2009,1455,2,1,1,1,1,3,2,51,9,53.8414391186,-1.33976373975
338,120809,430560,431438,2,1,11/02/2009,1707,1,1,1,1,1,3,2,30,9,53.778159178,-1.53620362656
339,124509,424023,427975,1,1,11/02/2009,540,1,4,4,3,1,3,1,22,9,53.7473733627,-1.63567998224
340,125009,430066,423936,2,1,11/02/2009,515,1,4,4,8,2,3,1,24,9,53.7107538992,-1.54443059157
341,125409,423665,428023,2,1,11/02/2009,509,1,4,4,8,1,3,1,44,9,53.7478212088,-1.64110542431
342,132009,431582,426813,2,1,11/02/2009,2042,3,2,5,1,1,3,1,18,3,53.736525169,-1.5211668494
343,132209,441096,442778,1,1,11/02/2009,2150,6,4,6,1,1,3,2,36,9,53.8793629352,-1.37479631706
344,133009,429971,430873,2,1,11/02/2009,1840,3,2,4,1,1,2,2,25,9,53.7731147685,-1.54519722852
345,136209,429953,430842,1,1,11/02/2009,2115,3,1,4,1,3,2,1,45,9,53.7728371524,-1.54547337511
346,145609,431909,433588,1,1,11/02/2009,1815,3,4,4,1,1,2,1,60,5,53.7974039629,-1.51550859033
347,146809,430472,434742,1,1,11/02/2009,1800,6,1,4,4,3,3,2,19,8,53.8078630912,-1.53721231904
348,118309,438410,436423,2,1,12/02/2009,1545,6,2,1,2,1,3,1,52,9,53.8224470901,-1.41645177388
349,119509,423421,437622,2,1,12/02/2009,2150,3,2,4,2,1,3,1,24,3,53.8341162057,-1.64407610062
350,119909,432447,435813,2,1,12/02/2009,1645,3,2,1,3,2,3,1,7,9,53.8173704689,-1.50710563683
351,124309,440982,447940,2,1,12/02/2009,920,6,1,1,1,1,3,2,34,9,53.9257696771,-1.37583928377
352,124809,429581,439231,2,1,13/02/2009,1900,6,1,4,1,1,3,1,70,9,53.8482647702,-1.55031180787
353,127209,427345,433631,2,2,13/02/2009,1520,3,1,1,1,1,3,1,22,9,53.798050395,-1.58480025401
354,127209,427345,433631,2,2,13/02/2009,1520,3,1,1,1,2,3,2,28,9,53.798050395,-1.58480025401
355,127509,419901,441071,2,1,13/02/2009,1751,3,1,4,1,1,3,1,17,3,53.8652653681,-1.69734432802
356,130009,427836,436294,1,1,13/02/2009,1140,3,1,1,1,2,3,2,67,11,53.8219613962,-1.57710439322
357,202709,429311,437842,3,1,13/02/2009,1253,4,4,1,1,1,3,2,71,9,53.8357948112,-1.55454873407
358,146909,430923,436069,4,2,14/02/2009,2225,6,2,4,1,1,3,1,67,9,53.8197644569,-1.5302297308
359,146909,430923,436069,4,2,14/02/2009,2225,6,2,4,1,1,3,1,22,9,53.8197644569,-1.5302297308
360,160009,431479,428775,2,2,14/02/2009,1428,6,1,1,1,1,3,1,14,90,53.754167384,-1.52252853385
361,160009,431479,428775,2,2,14/02/2009,1428,6,1,1,1,2,3,1,23,90,53.754167384,-1.52252853385
362,127409,429321,428159,1,1,15/02/2009,1710,6,1,1,1,3,3,1,19,9,53.7487561794,-1.55531829555
363,132909,427737,436465,1,1,16/02/2009,1350,3,1,1,1,2,3,2,55,11,53.8235037619,-1.57859297257
364,133409,441886,445679,1,1,16/02/2009,1650,6,1,1,1,2,3,2,68,11,53.905374843,-1.36238187334
365,145209,429436,437312,2,2,16/02/2009,1615,6,1,1,1,1,3,1,79,9,53.8310237403,-1.55269988527
366,145209,429436,437312,2,2,16/02/2009,1615,6,1,1,1,2,3,2,74,9,53.8310237403,-1.55269988527
367,147809,430891,433408,1,1,16/02/2009,1821,6,1,4,1,3,3,1,13,9,53.7958474376,-1.53098290149
368,131009,433474,434030,1,1,17/02/2009,1425,3,1,1,1,2,3,2,3,11,53.8012786064,-1.49169932069
369,131809,428012,435146,2,1,17/02/2009,2030,6,1,4,1,1,2,1,27,4,53.8116328712,-1.57453514408
370,134809,435523,433650,1,1,17/02/2009,1713,6,1,1,1,2,2,2,79,8,53.7977270409,-1.46063068644
371,135609,424367,435636,2,1,17/02/2009,1350,6,1,1,1,1,2,1,13,2,53.816220973,-1.62985765184
372,139409,430457,437509,2,2,17/02/2009,2058,6,1,4,1,2,3,1,17,11,53.8327356646,-1.53716612014
373,139409,430457,437509,2,2,17/02/2009,2058,6,1,4,1,2,3,1,16,11,53.8327356646,-1.53716612014
374,143209,428621,436933,2,1,17/02/2009,1215,6,1,1,1,1,2,2,33,1,53.8276625517,-1.56511925515
375,136009,423899,431658,1,3,18/02/2009,2350,6,1,4,1,2,3,2,15,9,53.7804851237,-1.63727525156
376,136009,423899,431658,1,3,18/02/2009,2350,6,1,4,1,2,3,2,16,9,53.7804851237,-1.63727525156
377,136009,423899,431658,1,3,18/02/2009,2350,6,1,4,1,2,3,2,17,9,53.7804851237,-1.63727525156
378,137109,421895,432960,2,2,18/02/2009,2210,4,1,4,1,1,3,1,20,9,53.792276791,-1.66759768132
379,137109,421895,432960,2,2,18/02/2009,2210,4,1,4,1,1,3,1,21,9,53.792276791,-1.66759768132
380,139709,421731,435172,2,1,18/02/2009,1035,4,2,1,2,1,3,2,34,9,53.8121670187,-1.66993131099
381,140309,429433,437308,1,1,18/02/2009,1120,6,2,1,1,3,3,2,25,9,53.8309879555,-1.55274585382
382,153509,437974,432929,2,1,18/02/2009,1310,3,1,1,1,1,3,2,46,9,53.7910731537,-1.42350641088
383,155309,429578,434808,1,1,18/02/2009,1150,3,1,1,1,3,2,2,19,9,53.8085079625,-1.5507829644
384,183609,436098,435530,2,1,18/02/2009,850,3,2,1,2,1,3,2,24,9,53.8145860082,-1.45168005919
385,134909,430878,434241,1,1,19/02/2009,1130,3,1,1,1,2,3,1,5,11,53.8033358042,-1.53109674984
386,138709,432417,434825,1,1,19/02/2009,1530,6,1,1,1,3,2,1,20,11,53.808491546,-1.50766542654
387,140609,428394,426110,2,1,19/02/2009,1503,3,1,1,1,1,3,2,43,9,53.7303893615,-1.56956495381
388,148109,428797,440303,1,1,19/02/2009,2305,6,1,4,1,2,3,1,10,9,53.857944691,-1.56212916218
389,153309,426164,435392,1,1,19/02/2009,1535,6,1,1,1,3,2,2,3,9,53.8139403818,-1.60258210825
390,139509,443627,436483,1,1,20/02/2009,1,2,1,4,1,3,2,1,44,21,53.8225746879,-1.33718889829
391,142209,427632,430981,2,1,20/02/2009,1715,3,1,1,1,1,3,1,46,9,53.7742149371,-1.58068022899
392,142309,431231,429773,3,1,20/02/2009,1755,6,2,4,2,2,2,2,44,9,53.7631530945,-1.52618907843
393,149209,433836,434457,2,1,20/02/2009,2113,6,1,4,1,1,3,1,14,1,53.8050933358,-1.48615568873
394,153709,433552,435957,2,2,20/02/2009,1500,6,1,1,1,1,3,1,48,9,53.818594689,-1.49030486799
395,153709,433552,435957,2,2,20/02/2009,1500,6,1,1,1,1,2,2,26,9,53.818594689,-1.49030486799
396,180809,435286,431294,1,1,20/02/2009,1925,1,2,6,2,1,3,2,51,9,53.776565943,-1.46449879174
397,141609,427646,430384,2,4,21/02/2009,1650,6,1,1,1,1,3,1,62,9,53.7688478734,-1.58052128684
398,141609,427646,430384,2,4,21/02/2009,1650,6,1,1,1,2,3,1,19,9,53.7688478734,-1.58052128684
399,141609,427646,430384,2,4,21/02/2009,1650,6,1,1,1,2,3,2,23,9,53.7688478734,-1.58052128684
400,141609,427646,430384,2,4,21/02/2009,1650,6,1,1,1,2,3,2,59,9,53.7688478734,-1.58052128684
401,143409,431884,433595,1,1,21/02/2009,1010,3,2,1,2,2,3,2,49,11,53.7974684166,-1.51588743913
402,152809,421345,444430,1,1,21/02/2009,958,6,2,1,1,3,2,1,41,20,53.8954011785,-1.67515030195
403,155409,429711,430766,2,2,21/02/2009,1430,6,1,1,1,1,3,2,21,9,53.7721678702,-1.54915283778
404,155409,429711,430766,2,2,21/02/2009,1430,6,1,1,1,2,3,1,23,9,53.7721678702,-1.54915283778
405,144009,423026,437677,2,2,22/02/2009,1608,3,1,1,1,2,3,2,5,8,53.8346282455,-1.65007458523
406,144009,423026,437677,2,2,22/02/2009,1608,3,1,1,1,2,3,1,5,9,53.8346282455,-1.65007458523
407,148609,428917,433390,2,1,22/02/2009,1500,6,1,1,1,1,3,2,29,9,53.7957991014,-1.56095477019
408,149009,423015,437679,2,1,23/02/2009,1115,3,1,1,1,1,3,2,30,9,53.8346467105,-1.65024159867
409,150009,437392,445586,1,1,23/02/2009,1220,3,1,1,1,1,2,1,39,9,53.904882684,-1.43080011819
410,149409,435419,437256,2,1,24/02/2009,810,6,1,1,1,1,3,1,23,9,53.8301469964,-1.46179461441
411,153009,428464,429106,2,3,24/02/2009,2310,3,2,4,1,1,3,1,26,9,53.7573161077,-1.56822784347
412,153009,428464,429106,2,3,24/02/2009,2310,3,2,4,1,2,3,1,29,9,53.7573161077,-1.56822784347
413,153009,428464,429106,2,3,24/02/2009,2310,3,2,4,1,1,3,2,26,9,53.7573161077,-1.56822784347
414,155009,434641,437498,1,1,24/02/2009,1700,3,2,1,1,3,2,1,10,9,53.832374682,-1.47358879518
415,156009,430778,438443,1,1,24/02/2009,2010,6,1,4,1,3,3,1,54,9,53.8411121522,-1.53219472685
416,156209,430197,432164,2,1,24/02/2009,1930,3,1,4,1,1,3,1,33,9,53.7847061925,-1.54164141996
417,155709,421574,440869,1,1,25/02/2009,1610,6,1,1,1,2,3,2,77,11,53.8633827842,-1.67191588635
418,156109,421128,441190,2,1,25/02/2009,1144,6,1,1,1,1,3,2,25,9,53.866286528,-1.67867615109
419,156309,432167,433591,1,1,25/02/2009,1850,3,1,4,1,3,3,2,13,9,53.7974150406,-1.51159108117
420,156709,432962,439235,3,1,25/02/2009,1110,3,1,1,1,1,3,2,35,9,53.8480971181,-1.49891571921
421,157509,420304,445361,2,1,25/02/2009,1220,6,1,1,1,1,3,2,45,9,53.9038115046,-1.69093127273
422,165609,429105,445104,2,3,25/02/2009,1829,3,1,6,1,1,3,1,36,9,53.9010818873,-1.55699010171
423,165609,429105,445104,2,3,25/02/2009,1829,3,1,6,1,2,3,1,20,9,53.9010818873,-1.55699010171
424,165609,429105,445104,2,3,25/02/2009,1829,3,1,6,1,1,3,1,57,9,53.9010818873,-1.55699010171
425,166709,432436,434840,2,1,25/02/2009,1450,4,1,1,1,2,3,2,71,11,53.8086251912,-1.50737529421
426,160909,426222,426866,1,1,26/02/2009,1600,6,1,1,1,3,3,1,9,9,53.7372986978,-1.60242607119
427,164709,429464,439235,2,1,26/02/2009,2319,6,1,4,1,1,2,1,17,2,53.8483073766,-1.55208998946
428,159709,420442,434055,2,1,27/02/2009,2023,4,1,4,1,1,3,1,19,9,53.8021787284,-1.68958358002
429,161709,430306,433396,3,1,27/02/2009,1740,6,1,1,1,1,3,1,38,1,53.7957739783,-1.53986580059
430,169309,432569,435147,1,1,27/02/2009,1523,6,1,1,1,3,3,1,8,9,53.8113763971,-1.50532293904
431,169409,435097,434721,2,1,27/02/2009,1720,3,1,1,1,1,3,1,44,19,53.8073827636,-1.46697653646
432,170009,428457,429081,2,1,27/02/2009,1308,3,1,1,1,1,3,1,38,9,53.7570917696,-1.56833632784
433,173509,429499,425798,2,1,27/02/2009,2128,3,1,4,1,1,3,1,48,4,53.7275235095,-1.55284416438
434,182609,422997,432690,2,1,27/02/2009,1321,6,1,1,1,1,3,2,31,9,53.7898022623,-1.65088798449
435,185209,437164,433469,6,1,27/02/2009,1800,3,1,7,1,1,3,2,62,9,53.795985469,-1.4357374337
436,164609,429874,423743,2,2,28/02/2009,610,1,1,4,1,1,3,1,22,9,53.7090300742,-1.54735835668
437,164609,429874,423743,2,2,28/02/2009,610,1,1,4,1,1,3,1,58,9,53.7090300742,-1.54735835668
438,167009,428244,432705,1,1,28/02/2009,2215,6,1,4,1,3,3,2,36,9,53.7896787652,-1.57123537205
439,168509,422157,428037,2,1,28/02/2009,845,3,1,1,1,1,3,1,36,1,53.7480133455,-1.66397373882
440,235009,427214,437303,2,3,28/02/2009,1409,3,1,1,1,1,3,1,28,9,53.8310639691,-1.58646448055
441,235009,427214,437303,2,3,28/02/2009,1409,3,1,1,1,1,3,1,24,9,53.8310639691,-1.58646448055
442,235009,427214,437303,2,3,28/02/2009,1409,3,1,1,1,2,3,2,24,9,53.8310639691,-1.58646448055
443,413309,433181,434013,1,1,28/02/2009,1830,3,1,4,1,3,3,1,30,11,53.8011445719,-1.49615014965
444,158909,423823,434255,2,1,01/03/2009,1445,6,1,1,1,1,3,1,28,9,53.8038326315,-1.63822789816
445,163209,427217,433518,3,2,01/03/2009,1703,6,1,1,1,1,3,1,25,9,53.7970413753,-1.58675370436
446,163209,427217,433518,3,2,01/03/2009,1703,6,1,1,1,1,3,1,35,9,53.7970413753,-1.58675370436
447,164409,432229,438844,1,1,01/03/2009,1638,6,1,1,1,3,3,1,10,9,53.8446285817,-1.51009927704
448,167309,429591,427567,1,1,01/03/2009,45,6,1,4,1,3,3,1,23,9,53.7434195405,-1.55128031964
449,168909,443683,431686,1,1,01/03/2009,1530,3,1,1,1,1,2,1,60,3,53.7794526027,-1.33701867068
450,169709,430958,435771,1,2,02/03/2009,835,6,1,1,1,3,3,1,9,11,53.8170837472,-1.52972803529
451,169709,430958,435771,1,2,02/03/2009,835,6,1,1,1,3,3,1,7,11,53.8170837472,-1.52972803529
452,171609,430851,434805,5,1,02/03/2009,1735,3,1,1,1,1,3,2,39,9,53.8084070334,-1.531450225
453,172709,434529,433210,1,1,02/03/2009,1845,6,1,4,1,3,3,2,23,8,53.7938389627,-1.47577186597
454,173009,430375,433505,1,1,02/03/2009,1350,6,1,1,1,3,3,1,20,11,53.7967497254,-1.53880746604
455,212509,430530,433708,1,1,02/03/2009,1340,6,1,1,1,2,3,2,46,11,53.7985653626,-1.53643401759
456,171909,441038,429900,2,1,03/03/2009,1545,6,2,1,2,1,3,1,28,2,53.7636143307,-1.37739700748
457,173209,429484,435411,2,1,03/03/2009,2310,6,2,4,1,1,3,1,27,9,53.8139334976,-1.55215277255
458,181109,442058,437538,2,2,03/03/2009,1305,6,2,1,2,1,3,2,33,9,53.8321867865,-1.36088022711
459,181109,442058,437538,2,2,03/03/2009,1305,6,2,1,2,2,3,2,8,9,53.8321867865,-1.36088022711
460,183409,427776,434982,2,3,03/03/2009,1155,6,1,1,1,1,3,1,23,9,53.8101713765,-1.57813436337
461,183409,427776,434982,2,3,03/03/2009,1155,6,1,1,1,1,3,1,40,9,53.8101713765,-1.57813436337
462,183409,427776,434982,2,3,03/03/2009,1155,6,1,1,1,2,3,1,20,9,53.8101713765,-1.57813436337
463,193109,429011,435493,2,1,03/03/2009,2000,6,2,4,2,1,3,2,24,1,53.8146971805,-1.55932943853
464,193209,423010,437654,2,1,03/03/2009,1939,3,2,4,4,1,3,1,46,1,53.8344222122,-1.65031945391
465,174909,431878,435196,2,3,04/03/2009,1955,6,2,4,1,1,3,1,24,9,53.811859664,-1.51581275888
466,174909,431878,435196,2,3,04/03/2009,1955,6,2,4,1,2,3,1,25,9,53.811859664,-1.51581275888
467,174909,431878,435196,2,3,04/03/2009,1955,6,2,4,1,2,3,1,19,9,53.811859664,-1.51581275888
468,178609,427464,437020,1,1,04/03/2009,1020,3,1,1,9,2,3,2,83,11,53.8285070056,-1.58269095295
469,179509,430383,433728,1,1,04/03/2009,1500,6,1,1,1,2,3,2,63,11,53.7987537432,-1.53866400522
470,184809,420075,439056,2,2,04/03/2009,850,3,1,1,1,1,3,2,56,9,53.8471462385,-1.69482997036
471,184809,420075,439056,2,2,04/03/2009,850,3,1,1,1,1,3,1,33,19,53.8471462385,-1.69482997036
472,185709,432079,437571,1,1,04/03/2009,1515,6,1,1,1,3,2,2,14,9,53.8331953478,-1.51251219906
473,185809,431894,434911,2,2,04/03/2009,1740,6,1,1,1,2,3,1,25,9,53.8092969111,-1.51559928443
474,185809,431894,434911,2,2,04/03/2009,1740,6,1,1,1,2,3,1,26,9,53.8092969111,-1.51559928443
475,186309,429913,430798,3,2,04/03/2009,1500,3,2,1,3,1,3,2,18,9,53.772443946,-1.54608460752
476,186309,429913,430798,3,2,04/03/2009,1500,3,2,1,3,2,3,2,19,9,53.772443946,-1.54608460752
477,188009,436184,427350,1,1,04/03/2009,1450,3,1,1,1,3,3,1,14,9,53.7410530352,-1.45133367115
478,210909,427660,430970,2,1,04/03/2009,1010,3,1,1,1,1,3,1,47,5,53.7741145735,-1.5802563238
479,212009,422441,434642,2,1,04/03/2009,2115,4,1,7,1,1,3,1,37,9,53.8073727774,-1.65918608664
480,178809,430030,433779,1,1,05/03/2009,845,6,1,1,1,2,3,1,25,11,53.7992326653,-1.54401880222
